LOC137140791	XM_067540365.1#LOC137140791
MME	XM_067549580.1#MME
GPR149	XM_067537635.1#GPR149
DHX36	XM_067549754.1#DHX36
ARHGEF26	XM_067549912.1#ARHGEF26
ARHGEF26	XM_067549820.1#ARHGEF26
ARHGEF26	XM_067549986.1#ARHGEF26
ARHGEF26	XM_067549866.1#ARHGEF26
ARHGEF26	XM_067549940.1#ARHGEF26
RAP2B	XM_067550112.1#RAP2B
P2RY1	XM_067537986.1#P2RY1
MBNL1	XM_067550238.1#MBNL1
MBNL1	XM_067550686.1#MBNL1
MBNL1	XM_067550444.1#MBNL1
MBNL1	XM_067550752.1#MBNL1
MBNL1	XM_067550309.1#MBNL1
MBNL1	XM_067550814.1#MBNL1
MBNL1	XM_067550379.1#MBNL1
MBNL1	XM_067550608.1#MBNL1
MBNL1	XM_067550892.1#MBNL1
SUCNR1	XM_067538119.1#SUCNR1
SUCNR1	XM_067538182.1#SUCNR1
LOC137146752	XM_067538267.1#LOC137146752
IGSF10	XM_067551013.1#IGSF10
MED12L	XM_067551717.1#MED12L
P2RY12	XM_067551397.1#P2RY12
P2RY13	XM_067551272.1#P2RY13
GPR87	XM_067551139.1#GPR87
LOC137155269	XM_067551502.1#LOC137155269
GPR171	XM_067551597.1#GPR171
CLRN1	XM_067538555.1#CLRN1
MINDY4B	XM_067538808.1#MINDY4B
SIAH2	XM_067551959.1#SIAH2
ERICH6	XM_067551833.1#ERICH6
LOC137147151	XM_067539031.1#LOC137147151
SELENOT	XM_067552298.1#SELENOT
EIF2A	XM_067552411.1#EIF2A
EIF2A	XM_067552480.1#EIF2A
EIF2A	XM_067552573.1#EIF2A
SERP1	XM_067552699.1#SERP1
TSC22D2	XM_067552830.1#TSC22D2
PFN2	XM_067553054.1#PFN2
RNF13	XM_067553265.1#RNF13
RNF13	XM_067553351.1#RNF13
ANKUB1	XM_067553447.1#ANKUB1
COMMD2	XM_067553699.1#COMMD2
WWTR1	XM_067553828.1#WWTR1
TM4SF4	XM_067553896.1#TM4SF4
LOC137147220	XM_067539149.1#LOC137147220
LOC137147220	XM_067539288.1#LOC137147220
TM4SF1	XM_067539391.1#TM4SF1
TM4SF18	XM_067539517.1#TM4SF18
CP	XM_067554021.1#CP
HPS3	XM_067554144.1#HPS3
HPS3	XM_067554227.1#HPS3
LOC137157122	XM_067554357.1#LOC137157122
LOC137157122	XM_067554434.1#LOC137157122
LOC137147479	XM_067539647.1#LOC137147479
HLTF	XM_067554555.1#HLTF
HLTF	XM_067554618.1#HLTF
HLTF	XM_067554664.1#HLTF
HLTF	XM_067554726.1#HLTF
GYG1	XM_067555101.1#GYG1
LOC137157517	XM_067554854.1#LOC137157517
LOC137157584	XM_067554976.1#LOC137157584
AGTR1	XM_067555246.1#AGTR1
LOC137147553	XM_067539877.1#LOC137147553
LOC137147626	XM_067539965.1#LOC137147626
PLSCR5	XM_067540420.1#PLSCR5
PLSCR1	XM_067555376.1#PLSCR1
PLSCR1	XM_067555550.1#PLSCR1
PLSCR1	XM_067555461.1#PLSCR1
PLOD2	XM_067555677.1#PLOD2
PLOD2	XM_067555761.1#PLOD2
DIPK2A	XM_067555975.1#DIPK2A
SLC9A9	XM_067556089.1#SLC9A9
CHST2	XM_067556273.1#CHST2
U2SURP	XM_067556756.1#U2SURP
U2SURP	XM_067556672.1#U2SURP
U2SURP	XM_067556509.1#U2SURP
U2SURP	XM_067556383.1#U2SURP
U2SURP	XM_067556444.1#U2SURP
U2SURP	XM_067556585.1#U2SURP
U2SURP	XM_067556845.1#U2SURP
PAQR9	XM_067543291.1#PAQR9
PCOLCE2	XM_067556970.1#PCOLCE2
TRPC1	XM_067557184.1#TRPC1
TRPC1	XM_067557097.1#TRPC1
TRPC1	XM_067557340.1#TRPC1
PLS1	XM_067540681.1#PLS1
PLS1	XM_067540599.1#PLS1
ATR	XM_067543403.1#ATR
XRN1	XM_067557404.1#XRN1
XRN1	XM_067557466.1#XRN1
XRN1	XM_067557546.1#XRN1
GK5	XM_067540818.1#GK5
TFDP2	XM_067540912.1#TFDP2
TFDP2	XM_067540980.1#TFDP2
TFDP2	XM_067541071.1#TFDP2
TFDP2	XM_067541333.1#TFDP2
TFDP2	XM_067541154.1#TFDP2
TFDP2	XM_067541243.1#TFDP2
ATP1B3	XM_067557681.1#ATP1B3
GRK7	XM_067541451.1#GRK7
RNF7	XM_067557905.1#RNF7
RNF7	XM_067557990.1#RNF7
RASA2	XM_067558159.1#RASA2
RASA2	XM_067558275.1#RASA2
RASA2	XM_067558106.1#RASA2
RASA2	XM_067558226.1#RASA2
ZBTB38	XM_067558466.1#ZBTB38
LOC137148672	XM_067541625.1#LOC137148672
SLC16A14	XM_067541746.1#SLC16A14
FBXO36	XM_067541872.1#FBXO36
TRIP12	XM_067558547.1#TRIP12
TRIP12	XM_067558615.1#TRIP12
TRIP12	XM_067558676.1#TRIP12
TRIP12	XM_067558753.1#TRIP12
DNER	XM_067558948.1#DNER
PID1	XM_067559257.1#PID1
PID1	XM_067559044.1#PID1
PID1	XM_067559165.1#PID1
PID1	XM_067559102.1#PID1
SPHKAP	XM_067559391.1#SPHKAP
DAW1	XM_067542370.1#DAW1
LOC137149114	XM_067542503.1#LOC137149114
LOC137149197	XM_067542605.1#LOC137149197
SLC19A3	XM_067542743.1#SLC19A3
AGFG1	XM_067559688.1#AGFG1
AGFG1	XM_067559607.1#AGFG1
AGFG1	XM_067559868.1#AGFG1
AGFG1	XM_067560015.1#AGFG1
AGFG1	XM_067559937.1#AGFG1
AGFG1	XM_067559779.1#AGFG1
AGFG1	XM_067560085.1#AGFG1
AGFG1	XM_067560174.1#AGFG1
AGFG1	XM_067560254.1#AGFG1
AGFG1	XM_067560320.1#AGFG1
MRPL44	XM_067560431.1#MRPL44
MFF	XM_067560651.1#MFF
MFF	XM_067561103.1#MFF
MFF	XM_067561021.1#MFF
MFF	XM_067560880.1#MFF
MFF	XM_067560797.1#MFF
MFF	XM_067560959.1#MFF
MFF	XM_067560562.1#MFF
COL4A3	XM_067561297.1#COL4A3
COL4A3	XM_067561224.1#COL4A3
COL4A4	XM_067561705.1#COL4A4
RHBDD1	XM_067561489.1#RHBDD1
IRS1	XM_067561402.1#IRS1
NYAP2	XM_067561817.1#NYAP2
NYAP2	XM_067561895.1#NYAP2
DOCK10	XM_067562553.1#DOCK10
DOCK10	XM_067562432.1#DOCK10
DOCK10	XM_067562498.1#DOCK10
DOCK10	XM_067562620.1#DOCK10
DOCK10	XM_067562798.1#DOCK10
DOCK10	XM_067562748.1#DOCK10
DOCK10	XM_067563050.1#DOCK10
DOCK10	XM_067562689.1#DOCK10
LOC137163708	XM_067564016.1#LOC137163708
LOC137163838	XM_067564257.1#LOC137163838
LOC137163951	XM_067564520.1#LOC137163951
LOC137163894	XM_067564387.1#LOC137163894
LOC137164422	XM_067565342.1#LOC137164422
EMC4	XM_067565218.1#EMC4
SLC12A6	XM_067565010.1#SLC12A6
SLC12A6	XM_067564926.1#SLC12A6
SLC12A6	XM_067565094.1#SLC12A6
NOP10	XM_067564633.1#NOP10
NUTM1	XM_067563496.1#NUTM1
LPCAT4	XM_067564799.1#LPCAT4
LOC137163605	XM_067563945.1#LOC137163605
LOC137164582	XM_067565481.1#LOC137164582
LOC137164874	XM_067565933.1#LOC137164874
LOC137164942	XM_067566047.1#LOC137164942
LOC137165283	XM_067566523.1#LOC137165283
LOC137165356	XM_067566634.1#LOC137165356
LOC137165525	XM_067566839.1#LOC137165525
LOC137165606	XM_067566955.1#LOC137165606
LOC137165962	XM_067567549.1#LOC137165962
LOC137165671	XM_067567077.1#LOC137165671
LOC137165744	XM_067567197.1#LOC137165744
LOC137166047	XM_067567648.1#LOC137166047
LOC137166112	XM_067567764.1#LOC137166112
LOC137166347	XM_067568135.1#LOC137166347
LOC137166467	XM_067568248.1#LOC137166467
LOC137166614	XM_067568456.1#LOC137166614
LOC137167000	XM_067568975.1#LOC137167000
LOC137167131	XM_067569175.1#LOC137167131
LOC137167413	XM_067569588.1#LOC137167413
LOC137167067	XM_067569070.1#LOC137167067
LOC137167478	XM_067569715.1#LOC137167478
LOC137167271	XM_067569467.1#LOC137167271
LOC137167271	XM_067569392.1#LOC137167271
ALOX5	XM_067534724.1#ALOX5
ALOX5	XM_067534805.1#ALOX5
LOC137144585	XM_067535022.1#LOC137144585
LOC137144516	XM_067534913.1#LOC137144516
TLL2	XM_067569983.1#TLL2
TM9SF3	XM_067535133.1#TM9SF3
PIK3AP1	XM_067535238.1#PIK3AP1
PIK3AP1	XM_067535303.1#PIK3AP1
NOLC1	XM_067535402.1#NOLC1
LOC137144968	XM_067535526.1#LOC137144968
LOC137144968	XM_067535599.1#LOC137144968
LOC137144968	XM_067535756.1#LOC137144968
LOC137144968	XM_067535680.1#LOC137144968
ELOVL3	XM_067535960.1#ELOVL3
PITX3	XM_067536596.1#PITX3
GBF1	XM_067536418.1#GBF1
GBF1	XM_067536263.1#GBF1
GBF1	XM_067536029.1#GBF1
GBF1	XM_067536106.1#GBF1
GBF1	XM_067536181.1#GBF1
GBF1	XM_067536355.1#GBF1
GBF1	XM_067536492.1#GBF1
NFKB2	XM_067536873.1#NFKB2
NFKB2	XM_067536799.1#NFKB2
PSD	XM_067536697.1#PSD
FBXL15	XM_067537077.1#FBXL15
FBXL15	XM_067537163.1#FBXL15
CUEDC2	XM_067537325.1#CUEDC2
CUEDC2	XM_067537334.1#CUEDC2
CUEDC2	XM_067537281.1#CUEDC2
PAX2	XM_067537347.1#PAX2
HIF1AN	XM_067537360.1#HIF1AN
HIF1AN	XM_067537371.1#HIF1AN
NDUFB8	XM_067529670.1#NDUFB8
SEC31B	XM_067537392.1#SEC31B
SEC31B	XM_067537402.1#SEC31B
WNT8B	XM_067529795.1#WNT8B
SCD	XM_067537414.1#SCD
PKD2L1	XM_067529917.1#PKD2L1
LOC137146229	XM_067537429.1#LOC137146229
LOC137146229	XM_067537432.1#LOC137146229
BLOC1S2	XM_067537447.1#BLOC1S2
BLOC1S2	XM_067537441.1#BLOC1S2
LOC137146280	XM_067537457.1#LOC137146280
CAMK2G	XM_067537560.1#CAMK2G
CAMK2G	XM_067537605.1#CAMK2G
CAMK2G	XM_067537597.1#CAMK2G
CAMK2G	XM_067537578.1#CAMK2G
CAMK2G	XM_067537614.1#CAMK2G
CAMK2G	XM_067537620.1#CAMK2G
CAMK2G	XM_067537588.1#CAMK2G
CAMK2G	XM_067537630.1#CAMK2G
CAMK2G	XM_067537705.1#CAMK2G
CAMK2G	XM_067537585.1#CAMK2G
CAMK2G	XM_067537639.1#CAMK2G
CAMK2G	XM_067537649.1#CAMK2G
CAMK2G	XM_067537640.1#CAMK2G
CAMK2G	XM_067537623.1#CAMK2G
CAMK2G	XM_067537670.1#CAMK2G
CAMK2G	XM_067537686.1#CAMK2G
CAMK2G	XM_067537662.1#CAMK2G
CAMK2G	XM_067537677.1#CAMK2G
CAMK2G	XM_067537657.1#CAMK2G
CAMK2G	XM_067537694.1#CAMK2G
CAMK2G	XM_067537699.1#CAMK2G
NDST2	XM_067537714.1#NDST2
NDST2	XM_067537727.1#NDST2
NDST2	XM_067537719.1#NDST2
NDST2	XM_067537736.1#NDST2
ZSWIM8	XM_067537756.1#ZSWIM8
ZSWIM8	XM_067537747.1#ZSWIM8
LOC137141135	XM_067529999.1#LOC137141135
CHCHD1	XM_067537769.1#CHCHD1
FUT11	XM_067537810.1#FUT11
SEC24C	XM_067537798.1#SEC24C
SEC24C	XM_067537790.1#SEC24C
SEC24C	XM_067537781.1#SEC24C
SYNPO2L	XM_067537836.1#SYNPO2L
SYNPO2L	XM_067537841.1#SYNPO2L
MYOZ1	XM_067537855.1#MYOZ1
MYOZ1	XM_067537864.1#MYOZ1
USP54	XM_067537876.1#USP54
USP54	XM_067537928.1#USP54
USP54	XM_067537936.1#USP54
USP54	XM_067537909.1#USP54
USP54	XM_067537919.1#USP54
USP54	XM_067537954.1#USP54
USP54	XM_067537964.1#USP54
USP54	XM_067537904.1#USP54
USP54	XM_067537884.1#USP54
USP54	XM_067537893.1#USP54
PPP3CB	XM_067537976.1#PPP3CB
PPP3CB	XM_067538020.1#PPP3CB
PPP3CB	XM_067538003.1#PPP3CB
PPP3CB	XM_067538030.1#PPP3CB
PPP3CB	XM_067538011.1#PPP3CB
PPP3CB	XM_067538039.1#PPP3CB
PPP3CB	XM_067538047.1#PPP3CB
PPP3CB	XM_067538057.1#PPP3CB
ANXA7	XM_067538109.1#ANXA7
ANXA7	XM_067538120.1#ANXA7
EIF3F	XM_067538134.1#EIF3F
SORBS1	XM_067538183.1#SORBS1
SORBS1	XM_067538176.1#SORBS1
SORBS1	XM_067538172.1#SORBS1
SORBS1	XM_067538169.1#SORBS1
SORBS1	XM_067538206.1#SORBS1
SORBS1	XM_067538245.1#SORBS1
SORBS1	XM_067538257.1#SORBS1
SORBS1	XM_067538197.1#SORBS1
SORBS1	XM_067538147.1#SORBS1
SORBS1	XM_067538231.1#SORBS1
SORBS1	XM_067538222.1#SORBS1
SORBS1	XM_067538251.1#SORBS1
SORBS1	XM_067538165.1#SORBS1
SORBS1	XM_067538157.1#SORBS1
SORBS1	XM_067538260.1#SORBS1
SORBS1	XM_067538202.1#SORBS1
SORBS1	XM_067538194.1#SORBS1
SORBS1	XM_067538229.1#SORBS1
SORBS1	XM_067538268.1#SORBS1
SORBS1	XM_067538374.1#SORBS1
SORBS1	XM_067538383.1#SORBS1
SORBS1	XM_067538216.1#SORBS1
SORBS1	XM_067538435.1#SORBS1
SORBS1	XM_067538444.1#SORBS1
SORBS1	XM_067538191.1#SORBS1
SORBS1	XM_067538238.1#SORBS1
SORBS1	XM_067538285.1#SORBS1
SORBS1	XM_067538392.1#SORBS1
SORBS1	XM_067538454.1#SORBS1
SORBS1	XM_067538277.1#SORBS1
SORBS1	XM_067538301.1#SORBS1
SORBS1	XM_067538421.1#SORBS1
SORBS1	XM_067538272.1#SORBS1
SORBS1	XM_067538293.1#SORBS1
SORBS1	XM_067538365.1#SORBS1
SORBS1	XM_067538311.1#SORBS1
SORBS1	XM_067538401.1#SORBS1
SORBS1	XM_067538411.1#SORBS1
SORBS1	XM_067538427.1#SORBS1
SORBS1	XM_067538474.1#SORBS1
SORBS1	XM_067538463.1#SORBS1
SORBS1	XM_067538321.1#SORBS1
SORBS1	XM_067538329.1#SORBS1
PDLIM1	XM_067538510.1#PDLIM1
PDLIM1	XM_067538534.1#PDLIM1
PDLIM1	XM_067538525.1#PDLIM1
PDLIM1	XM_067538518.1#PDLIM1
HELLS	XM_067530196.1#HELLS
LOC137146906	XM_067538556.1#LOC137146906
LOC137146906	XM_067538546.1#LOC137146906
PLAU	XM_067538577.1#PLAU
PLAU	XM_067538570.1#PLAU
LOC137144028	XM_067534164.1#LOC137144028
CHUK	XM_067538611.1#CHUK
CHUK	XM_067538617.1#CHUK
ERLIN1	XM_067538622.1#ERLIN1
ERLIN1	XM_067538628.1#ERLIN1
ADAM8	XM_067538635.1#ADAM8
TUBGCP2	XM_067538644.1#TUBGCP2
TUBGCP2	XM_067538662.1#TUBGCP2
TUBGCP2	XM_067538657.1#TUBGCP2
TUBGCP2	XM_067538650.1#TUBGCP2
ZNF511	XM_067538676.1#ZNF511
ZNF511	XM_067538685.1#ZNF511
LOC137147032	XM_067538698.1#LOC137147032
CALY	XM_067538720.1#CALY
PRAP1	XM_067530502.1#PRAP1
ECHS1	XM_067538769.1#ECHS1
ECHS1	XM_067538779.1#ECHS1
SPRN	XM_067538815.1#SPRN
MTG1	XM_067538803.1#MTG1
PAOX	XM_067538791.1#PAOX
DEPP1	XM_067534283.1#DEPP1
LOC137141653	XM_067530699.1#LOC137141653
TMEM72	XM_067538829.1#TMEM72
CXCL12	XM_067538851.1#CXCL12
ERCC6	XM_067538865.1#ERCC6
LOC137141718	XM_067530816.1#LOC137141718
DRGX	XM_067538897.1#DRGX
CUNH10orf71	XM_067538878.1#CUNH10orf71
TMEM273	XM_067534398.1#TMEM273
VSTM4	XM_067530918.1#VSTM4
WDFY4	XM_067538932.1#WDFY4
LRRC18	XM_067538909.1#LRRC18
LRRC18	XM_067538919.1#LRRC18
ARHGAP22	XM_067538946.1#ARHGAP22
MAPK8	XM_067538978.1#MAPK8
MAPK8	XM_067538968.1#MAPK8
MAPK8	XM_067538960.1#MAPK8
FRMPD2	XM_067534486.1#FRMPD2
PTPN20	XM_067531019.1#PTPN20
GDF10	XM_067531134.1#GDF10
GDF2	XM_067531253.1#GDF2
RBP3	XM_067531361.1#RBP3
ZNF488	XM_067531466.1#ZNF488
ANTXRL	XM_067538992.1#ANTXRL
ANXA8L1	XM_067531662.1#ANXA8L1
ANXA8L1	XM_067531742.1#ANXA8L1
ANXA8L1	XM_067531584.1#ANXA8L1
LOC137144342	XM_067534605.1#LOC137144342
LOC137142443	XM_067531861.1#LOC137142443
LOC137142443	XM_067531929.1#LOC137142443
LOC137142590	XM_067532016.1#LOC137142590
LOC137142663	XM_067532128.1#LOC137142663
LOC137142663	XM_067532194.1#LOC137142663
LOC137142914	XM_067532448.1#LOC137142914
LOC137147156	XM_067539005.1#LOC137147156
LOC137147156	XM_067539042.1#LOC137147156
LOC137147156	XM_067539047.1#LOC137147156
LOC137147156	XM_067539023.1#LOC137147156
LOC137147156	XM_067539015.1#LOC137147156
LOC137147156	XM_067539063.1#LOC137147156
LOC137147156	XM_067539032.1#LOC137147156
LOC137147156	XM_067539053.1#LOC137147156
ZFAND4	XM_067539077.1#ZFAND4
ZFAND4	XM_067539086.1#ZFAND4
MARCHF8	XM_067539105.1#MARCHF8
MARCHF8	XM_067539111.1#MARCHF8
LOC137147226	XM_067539122.1#LOC137147226
VCL	XM_067539131.1#VCL
VCL	XM_067539160.1#VCL
VCL	XM_067539140.1#VCL
AP3M1	XM_067539209.1#AP3M1
AP3M1	XM_067539202.1#AP3M1
AP3M1	XM_067539191.1#AP3M1
AP3M1	XM_067539174.1#AP3M1
AP3M1	XM_067539183.1#AP3M1
ADK	XM_067539239.1#ADK
ADK	XM_067539260.1#ADK
ADK	XM_067539250.1#ADK
KAT6B	XM_067539302.1#KAT6B
KAT6B	XM_067539293.1#KAT6B
KAT6B	XM_067539326.1#KAT6B
KAT6B	XM_067539275.1#KAT6B
KAT6B	XM_067539310.1#KAT6B
KAT6B	XM_067539283.1#KAT6B
KAT6B	XM_067539320.1#KAT6B
DUSP29	XM_067539335.1#DUSP29
LOC137147349	XM_067539365.1#LOC137147349
LOC137147329	XM_067539350.1#LOC137147329
SAMD8	XM_067539395.1#SAMD8
SAMD8	XM_067539387.1#SAMD8
VDAC2	XM_067539408.1#VDAC2
VDAC2	XM_067539418.1#VDAC2
COMTD1	XM_067539430.1#COMTD1
ZNF503	XM_067532745.1#ZNF503
LRMDA	XM_067539479.1#LRMDA
KCNMA1	XM_067539508.1#KCNMA1
KCNMA1	XM_067539518.1#KCNMA1
DLG5	XM_067539533.1#DLG5
POLR3A	XM_067539552.1#POLR3A
POLR3A	XM_067539543.1#POLR3A
POLR3A	XM_067539561.1#POLR3A
RPS24	XM_067539575.1#RPS24
RPS24	XM_067539593.1#RPS24
RPS24	XM_067539584.1#RPS24
ZMIZ1	XM_067539605.1#ZMIZ1
ZMIZ1	XM_067539685.1#ZMIZ1
ZMIZ1	XM_067539667.1#ZMIZ1
ZMIZ1	XM_067539693.1#ZMIZ1
ZMIZ1	XM_067539657.1#ZMIZ1
ZMIZ1	XM_067539675.1#ZMIZ1
ZMIZ1	XM_067539648.1#ZMIZ1
ZMIZ1	XM_067539725.1#ZMIZ1
ZMIZ1	XM_067539703.1#ZMIZ1
ZMIZ1	XM_067539622.1#ZMIZ1
ZMIZ1	XM_067539630.1#ZMIZ1
ZMIZ1	XM_067539614.1#ZMIZ1
ZMIZ1	XM_067539639.1#ZMIZ1
ZMIZ1	XM_067539714.1#ZMIZ1
PPIF	XM_067539739.1#PPIF
ZCCHC24	XM_067539748.1#ZCCHC24
ANXA11	XM_067539793.1#ANXA11
PLAC9	XM_067539864.1#PLAC9
PLAC9	XM_067539855.1#PLAC9
LOC137147547	XM_067539841.1#LOC137147547
LOC137147547	XM_067539816.1#LOC137147547
TMEM254	XM_067539898.1#TMEM254
LOC137147567	XM_067539878.1#LOC137147567
BMS1	XM_067539917.1#BMS1
BMS1	XM_067539908.1#BMS1
BMS1	XM_067539926.1#BMS1
RET	XM_067539938.1#RET
CSGALNACT2	XM_067539941.1#CSGALNACT2
CSGALNACT2	XM_067539944.1#CSGALNACT2
CSGALNACT2	XM_067539949.1#CSGALNACT2
RASGEF1A	XM_067539960.1#RASGEF1A
RASGEF1A	XM_067539953.1#RASGEF1A
LOC137147678	XM_067539980.1#LOC137147678
CCDC51	XM_067540384.1#CCDC51
CCDC51	XM_067540390.1#CCDC51
CCDC51	XM_067540396.1#CCDC51
CCDC51	XM_067540401.1#CCDC51
PLXNB1	XM_067540454.1#PLXNB1
LOC137148004	XM_067540415.1#LOC137148004
LOC137148004	XM_067540424.1#LOC137148004
SETD5	XM_067540523.1#SETD5
SETD5	XM_067540496.1#SETD5
SETD5	XM_067540506.1#SETD5
LHFPL4	XM_067539998.1#LHFPL4
LHFPL4	XM_067539988.1#LHFPL4
MTMR14	XM_067540545.1#MTMR14
MTMR14	XM_067540536.1#MTMR14
MTMR14	XM_067540553.1#MTMR14
CPNE9	XM_067540595.1#CPNE9
BRPF1	XM_067540608.1#BRPF1
BRPF1	XM_067540615.1#BRPF1
BRPF1	XM_067540624.1#BRPF1
OGG1	XM_067540635.1#OGG1
CAMK1	XM_067540660.1#CAMK1
CAMK1	XM_067540668.1#CAMK1
TADA3	XM_067540647.1#TADA3
LOC137147917	XM_067540337.1#LOC137147917
RPUSD3	XM_067540689.1#RPUSD3
JAGN1	XM_067540704.1#JAGN1
IL17RE	XM_067540720.1#IL17RE
IL17RC	XM_067540350.1#IL17RC
CRELD1	XM_067540731.1#CRELD1
CRELD1	XM_067540741.1#CRELD1
PRRT3	XM_067540762.1#PRRT3
PRRT3	XM_067540753.1#PRRT3
IHO1	XM_067540011.1#IHO1
KLHDC8B	XM_067540828.1#KLHDC8B
LOC137148163	XM_067540785.1#LOC137148163
CCDC71	XM_067540846.1#CCDC71
CCDC71	XM_067540847.1#CCDC71
CCDC71	XM_067540857.1#CCDC71
CCDC71	XM_067540854.1#CCDC71
CCDC71	XM_067540844.1#CCDC71
LOC137148218	XM_067540865.1#LOC137148218
LAMB2	XM_067540875.1#LAMB2
LAMB2	XM_067540883.1#LAMB2
USP19	XM_067540913.1#USP19
USP19	XM_067540891.1#USP19
USP19	XM_067540899.1#USP19
USP19	XM_067540906.1#USP19
LOC137148276	XM_067540923.1#LOC137148276
LOC137147703	XM_067540023.1#LOC137147703
LOC137147934	XM_067540359.1#LOC137147934
QARS1	XM_067540933.1#QARS1
QRICH1	XM_067540962.1#QRICH1
QRICH1	XM_067540944.1#QRICH1
QRICH1	XM_067540970.1#QRICH1
QRICH1	XM_067540951.1#QRICH1
QRICH1	XM_067540956.1#QRICH1
IMPDH2	XM_067540981.1#IMPDH2
IMPDH2	XM_067540991.1#IMPDH2
NDUFAF3	XM_067541004.1#NDUFAF3
DALRD3	XM_067541018.1#DALRD3
DALRD3	XM_067541028.1#DALRD3
WDR6	XM_067540368.1#WDR6
P4HTM	XM_067541043.1#P4HTM
LOC137147710	XM_067540036.1#LOC137147710
ARIH2	XM_067541064.1#ARIH2
ARIH2	XM_067541072.1#ARIH2
ARIH2	XM_067541054.1#ARIH2
SLC25A20	XM_067541084.1#SLC25A20
PRKAR2A	XM_067541096.1#PRKAR2A
RPP14	XM_067541120.1#RPP14
RPP14	XM_067541128.1#RPP14
HTD2	XM_067541108.1#HTD2
PXK	XM_067541191.1#PXK
PXK	XM_067541139.1#PXK
PXK	XM_067541155.1#PXK
PXK	XM_067541164.1#PXK
PXK	XM_067541172.1#PXK
PXK	XM_067541218.1#PXK
PXK	XM_067541200.1#PXK
PXK	XM_067541209.1#PXK
