LOC118105716	XM_047340729.1#LOC118105716
znf395a	XM_035154227.2#znf395a
si:ch73-204p21.2	XM_035154254.2#si:ch73-204p21.2
LOC118108810	XM_047344470.1#LOC118108810
il17a.f2	XM_035154313.2#il17a.f2
il17a.f1	XM_035154296.2#il17a.f1
LOC118106086	XM_035154280.2#LOC118106086
LOC118106086	XM_035154269.2#LOC118106086
LOC118106086	XM_047338212.1#LOC118106086
gpn1	XM_035161342.2#gpn1
LOC118102605	XM_035149030.2#LOC118102605
LOC118102605	XM_035148947.2#LOC118102605
LOC118102605	XM_035149123.2#LOC118102605
LOC118102742	XM_035149253.2#LOC118102742
large2	XM_035158897.2#large2
large2	XM_035158932.2#large2
large2	XM_035158888.2#large2
large2	XM_035158906.2#large2
large2	XM_035158915.2#large2
LOC118113502	XM_035163279.2#LOC118113502
LOC118113492	XM_035163256.2#LOC118113492
LOC118113492	XM_035163266.2#LOC118113492
LOC118111492	XM_035160146.2#LOC118111492
foxr1	XM_035160157.2#foxr1
LOC118111244	XM_035159679.2#LOC118111244
LOC118120992	XM_035176611.2#LOC118120992
LOC118120895	XM_035176393.2#LOC118120895
LOC118120895	XM_035176488.2#LOC118120895
LOC118121057	XM_035176740.2#LOC118121057
LOC118121057	XM_035176905.2#LOC118121057
LOC118121057	XM_035176978.2#LOC118121057
LOC118121057	XM_035176820.2#LOC118121057
LOC118121057	XM_035177052.2#LOC118121057
LOC118121057	XM_035177138.2#LOC118121057
LOC118121384	XM_035177262.2#LOC118121384
LOC124851929	XM_047340118.1#LOC124851929
LOC124851930	XM_047340119.1#LOC124851930
LOC118103919	XM_047340123.1#LOC118103919
otog	XM_047340127.1#otog
aph1b	XM_035160177.2#aph1b
LOC118105905	XM_035153931.2#LOC118105905
pacsin3	XM_035158961.2#pacsin3
pacsin3	XM_035158969.2#pacsin3
pacsin3	XM_035158978.2#pacsin3
ero1a	XM_035164486.2#ero1a
samd4a	XM_035149979.2#samd4a
samd4a	XM_035150051.2#samd4a
gch1	XM_035158586.2#gch1
wdhd1	XM_047343120.1#wdhd1
wdhd1	XM_047343062.1#wdhd1
wdhd1	XM_047343089.1#wdhd1
socs4	XM_035158551.2#socs4
LOC118114915	XM_035165714.2#LOC118114915
LOC118114915	XM_047342680.1#LOC118114915
LOC118114915	XM_047342691.1#LOC118114915
LOC118114915	XM_047342715.1#LOC118114915
LOC118114915	XM_047342702.1#LOC118114915
LOC118114915	XM_047342724.1#LOC118114915
LOC118114984	XM_035165847.2#LOC118114984
LOC118114984	XM_047343647.1#LOC118114984
LOC118115037	XM_035165985.2#LOC118115037
slc22a18	XM_035163632.2#slc22a18
LOC118105746	XM_035153589.2#LOC118105746
LOC118110140	XM_047338528.1#LOC118110140
LOC118115466	XM_035166664.2#LOC118115466
LOC118113259	XM_035162806.2#LOC118113259
LOC118113356	XM_035163025.1#LOC118113356
LOC118110878	XM_047337883.1#LOC118110878
LOC124854968	XM_047343899.1#LOC124854968
LOC124851933	XM_047340130.1#LOC124851933
LOC118103932	XM_047343493.1#LOC118103932
LOC118103940	XM_047338393.1#LOC118103940
LOC124851221	XM_047338274.1#LOC124851221
LOC118103924	XM_047344073.1#LOC118103924
LOC118103938	XM_047340131.1#LOC118103938
e2f8	XM_035151443.2#e2f8
e2f8	XM_035151451.2#e2f8
nav2a	XM_047339473.1#nav2a
nav2a	XM_047339472.1#nav2a
dbx1a	XM_035157751.2#dbx1a
htatip2	XM_035156932.2#htatip2
prmt3	XM_035156912.2#prmt3
prmt3	XM_035156920.2#prmt3
slc6a5	XM_035152076.2#slc6a5
slc6a5	XM_047339255.1#slc6a5
LOC118114081	XM_035164316.2#LOC118114081
LOC118114090	XM_035164335.2#LOC118114090
LOC118114454	XM_047341391.1#LOC118114454
LOC118108858	XM_047340134.1#LOC118108858
lrp4	XM_035171143.2#lrp4
lrp4	XM_035171056.2#lrp4
lrp4	XM_035170961.2#lrp4
lrp4	XM_035171310.2#lrp4
LOC118112067	XM_035161076.2#LOC118112067
LOC118112067	XM_035161067.2#LOC118112067
LOC118112067	XM_035161057.2#LOC118112067
mapk8ip1b	XM_035161088.2#mapk8ip1b
mapk8ip1b	XM_035161097.2#mapk8ip1b
mapk8ip1b	XM_035161106.2#mapk8ip1b
LOC118112096	XM_035161119.2#LOC118112096
LOC118110239	XM_035157937.2#LOC118110239
LOC118108874	XM_035155761.2#LOC118108874
chst1	XM_035164372.2#chst1
chst1	XM_035164452.2#chst1
slc35c1	XM_035162858.2#slc35c1
slc35c1	XM_035162849.2#slc35c1
LOC118114535	XM_035164997.2#LOC118114535
LOC118114535	XM_035165007.2#LOC118114535
slc1a2a	XM_035154040.2#slc1a2a
slc1a2a	XM_035154023.2#slc1a2a
slc1a2a	XM_035154032.2#slc1a2a
LOC118105967	XM_047341020.1#LOC118105967
LOC118105975	XM_035154065.2#LOC118105975
lrrc4cb	XM_035159494.2#lrrc4cb
hsd17b12b	XM_035161574.2#hsd17b12b
ttc17	XM_035155395.2#ttc17
ttc17	XM_035155402.2#ttc17
ttc17	XM_035155387.2#ttc17
traf6	XM_035155434.2#traf6
traf6	XM_035155425.2#traf6
trpm5	XM_035155413.2#trpm5
cdkn1ca	XM_035160167.2#cdkn1ca
kcnq1.1	XM_035163016.2#kcnq1.1
kcnq1.1	XM_035162917.2#kcnq1.1
lingo1b	XM_035161960.2#lingo1b
lingo1b	XM_035161881.2#lingo1b
luzp2	XM_035155762.2#luzp2
luzp2	XM_035155757.2#luzp2
muc15	XM_035163597.1#muc15
fibinb	XM_035153823.2#fibinb
bbox1	XM_047340424.1#bbox1
madd	XM_047340641.1#madd
madd	XM_047340659.1#madd
madd	XM_047340670.1#madd
madd	XM_047340647.1#madd
madd	XM_047340656.1#madd
madd	XM_047340645.1#madd
madd	XM_047340640.1#madd
madd	XM_047340651.1#madd
madd	XM_035161917.2#madd
madd	XM_035162221.2#madd
madd	XM_035162244.2#madd
madd	XM_035162236.2#madd
madd	XM_035162077.2#madd
madd	XM_035162188.2#madd
madd	XM_035162180.2#madd
madd	XM_035162095.2#madd
madd	XM_047340649.1#madd
madd	XM_035162103.2#madd
madd	XM_035162042.2#madd
madd	XM_035162051.2#madd
madd	XM_035161969.2#madd
madd	XM_035162086.2#madd
madd	XM_035162024.2#madd
madd	XM_035162068.2#madd
madd	XM_035162007.2#madd
madd	XM_047340657.1#madd
madd	XM_047340654.1#madd
madd	XM_047340643.1#madd
madd	XM_047340646.1#madd
madd	XM_035162213.2#madd
madd	XM_035162204.2#madd
madd	XM_035162151.2#madd
madd	XM_047340668.1#madd
madd	XM_035162228.2#madd
madd	XM_035162165.2#madd
madd	XM_035162195.2#madd
madd	XM_047340671.1#madd
madd	XM_047340663.1#madd
madd	XM_035162252.2#madd
madd	XM_035162173.2#madd
nr1h3	XM_035162263.2#nr1h3
nr1h3	XM_035162272.2#nr1h3
nr1h3	XM_035162280.2#nr1h3
LOC118114342	XM_035164752.1#LOC118114342
fshb	XM_035151359.2#fshb
kcna4	XM_035159883.2#kcna4
LOC118112227	XM_035161376.2#LOC118112227
LOC118105467	XM_035153301.2#LOC118105467
LOC118105467	XM_035153311.2#LOC118105467
cfap70	XM_047341167.1#cfap70
ddb1	XM_035153276.2#ddb1
tspan4a	XM_035164144.2#tspan4a
tspan4a	XM_035164150.2#tspan4a
tspan4a	XM_035164136.2#tspan4a
taldo1	XM_035167571.2#taldo1
LOC118116023	XM_035167365.2#LOC118116023
LOC118116023	XM_035167440.1#LOC118116023
LOC118116221	XM_035167705.2#LOC118116221
LOC118112911	XM_035162425.2#LOC118112911
LOC118113892	XM_035163957.2#LOC118113892
LOC118110156	XM_035157801.2#LOC118110156
LOC118110156	XM_035157809.2#LOC118110156
cpeb1b	XM_035141293.2#cpeb1b
cpeb1b	XM_035177137.2#cpeb1b
cpeb1b	XM_035149252.2#cpeb1b
cpeb1b	XM_035151805.2#cpeb1b
cpeb1b	XM_035152656.2#cpeb1b
rps17	XM_035162972.1#rps17
csnk1g1	XM_035155927.2#csnk1g1
csnk1g1	XM_035155918.2#csnk1g1
csnk1g1	XM_035155910.2#csnk1g1
csnk1g1	XM_035155904.2#csnk1g1
csnk1g1	XM_035155896.2#csnk1g1
csnk1g1	XM_035155888.2#csnk1g1
LOC118112203	XM_035161329.2#LOC118112203
neo1a	XM_035151945.2#neo1a
neo1a	XM_035151993.2#neo1a
neo1a	XM_035151925.2#neo1a
neo1a	XM_035151917.2#neo1a
neo1a	XM_035151906.2#neo1a
neo1a	XM_035151897.2#neo1a
neo1a	XM_035151984.2#neo1a
neo1a	XM_035151974.2#neo1a
neo1a	XM_035151965.2#neo1a
neo1a	XM_035151936.2#neo1a
neo1a	XM_035151888.2#neo1a
neo1a	XM_035151956.2#neo1a
bbs4	XM_035163945.2#bbs4
scamp2l	XM_035163135.2#scamp2l
myo9aa	XM_047340419.1#myo9aa
myo9aa	XM_047340420.1#myo9aa
myo9aa	XM_047340422.1#myo9aa
myo9aa	XM_047340415.1#myo9aa
myo9aa	XM_047340421.1#myo9aa
myo9aa	XM_047340417.1#myo9aa
myo9aa	XM_035171688.2#myo9aa
myo9aa	XM_047340413.1#myo9aa
senp8	XM_035172343.2#senp8
gramd2aa	XM_035172031.2#gramd2aa
gramd2aa	XM_035172212.2#gramd2aa
gramd2aa	XM_035172114.2#gramd2aa
LOC118118626	XM_035171897.2#LOC118118626
LOC118118626	XM_035171808.2#LOC118118626
trip4	XM_035159418.2#trip4
trip4	XM_035159425.2#trip4
LOC118106543	XM_035155185.2#LOC118106543
cln6a	XM_035163352.2#cln6a
cln6a	XM_035163361.2#cln6a
cln6a	XM_035163370.2#cln6a
calml4a	XM_035160344.2#calml4a
LOC118105182	XM_035152701.2#LOC118105182
rxfp3.3a2	XM_035157834.1#rxfp3.3a2
itga11a	XM_035157821.2#itga11a
coro2ba	XM_047339622.1#coro2ba
coro2ba	XM_035154100.2#coro2ba
coro2ba	XM_035154109.2#coro2ba
anp32a	XM_035154121.2#anp32a
glceb	XM_035156123.2#glceb
glceb	XM_047339945.1#glceb
paqr5b	XM_035161692.2#paqr5b
LOC118112365	XM_035161619.2#LOC118112365
LOC118112365	XM_035161647.2#LOC118112365
LOC118112365	XM_035161663.2#LOC118112365
LOC118112365	XM_035161680.2#LOC118112365
LOC118112365	XM_035161627.2#LOC118112365
LOC118112365	XM_035161636.2#LOC118112365
LOC118112365	XM_035161671.2#LOC118112365
tle3b	XM_035151796.2#tle3b
tle3b	XM_035151788.2#tle3b
tle3b	XM_035151751.2#tle3b
tle3b	XM_035151735.2#tle3b
tle3b	XM_035151742.2#tle3b
tle3b	XM_035151728.2#tle3b
tle3b	XM_035151779.2#tle3b
tle3b	XM_035151770.2#tle3b
tle3b	XM_035151720.2#tle3b
tle3b	XM_035151704.2#tle3b
tle3b	XM_035151711.2#tle3b
tle3b	XM_035151696.2#tle3b
tle3b	XM_035151815.2#tle3b
tle3b	XM_035151806.2#tle3b
tle3b	XM_047339450.1#tle3b
tle3b	XM_035151761.2#tle3b
uacab	XM_035160893.2#uacab
LOC118111811	XM_035160533.2#LOC118111811
LOC118111811	XM_035160526.2#LOC118111811
LOC118111811	XM_035160550.2#LOC118111811
LOC118111811	XM_035160543.2#LOC118111811
rxfp3.3a1	XM_035155731.2#rxfp3.3a1
LOC118108433	XM_035155730.2#LOC118108433
LOC118110429	XM_035158362.2#LOC118110429
LOC118110429	XM_035158953.2#LOC118110429
LOC118110429	XM_035158868.2#LOC118110429
LOC118110429	XM_035158783.2#LOC118110429
LOC118110429	XM_035158693.2#LOC118110429
LOC118110429	XM_035158455.2#LOC118110429
LOC118110429	XM_035158611.2#LOC118110429
LOC118110429	XM_035158538.2#LOC118110429
LOC118110429	XM_035158276.2#LOC118110429
LOC118110429	XM_035158191.2#LOC118110429
map2k5	XM_035155631.2#map2k5
smad3a	XM_035154134.2#smad3a
LOC118111800	XM_035160516.2#LOC118111800
tmem208	XM_035163911.2#tmem208
slc39a1	XM_035161704.2#slc39a1
rlbp1a	XM_035155832.2#rlbp1a
LOC118109021	XM_035155820.2#LOC118109021
LOC118109021	XM_035155810.2#LOC118109021
LOC118113343	XM_035162988.2#LOC118113343
LOC118108953	XM_035155766.2#LOC118108953
mibp2	XM_035161364.2#mibp2
mibp2	XM_035161355.2#mibp2
bloc1s6	XM_035161600.2#bloc1s6
bloc1s6	XM_035161607.2#bloc1s6
slc30a4	XM_035160506.2#slc30a4
c1h15orf48	XM_035161727.1#c1h15orf48
spata5l1	XM_047341030.1#spata5l1
LOC118104918	XM_035152228.2#LOC118104918
LOC118104918	XM_035152219.2#LOC118104918
dtwd1	XM_035152239.2#dtwd1
fgf7	XM_035157485.1#fgf7
cops2	XM_035178295.2#cops2
cops2	XM_035178384.2#cops2
cops2	XM_035178465.2#cops2
cops2	XM_035178549.2#cops2
secisbp2l	XM_035177860.2#secisbp2l
secisbp2l	XM_035177379.2#secisbp2l
secisbp2l	XM_035177635.2#secisbp2l
secisbp2l	XM_035177463.2#secisbp2l
secisbp2l	XM_035177552.2#secisbp2l
secisbp2l	XM_035177701.2#secisbp2l
secisbp2l	XM_047339238.1#secisbp2l
secisbp2l	XM_035177780.2#secisbp2l
LOC118121798	XM_035178071.2#LOC118121798
LOC118121798	XM_035178158.2#LOC118121798
LOC118121798	XM_035177997.2#LOC118121798
fbn1	XM_035161852.2#fbn1
dut	XM_035161864.2#dut
dut	XM_047340572.1#dut
slc12a1	XM_035155630.2#slc12a1
ctxn2	XM_035158847.2#ctxn2
ctxn2	XM_047340475.1#ctxn2
myef2	XM_035164871.2#myef2
myef2	XM_035164865.2#myef2
slc24a5	XM_035164872.2#slc24a5
rnf128a	XM_035164873.2#rnf128a
rnf128a	XM_035164874.2#rnf128a
sema6dl	XM_035164848.2#sema6dl
sema6dl	XM_035164831.2#sema6dl
sema6dl	XM_035164839.2#sema6dl
sema6dl	XM_035164815.2#sema6dl
sema6dl	XM_035164822.2#sema6dl
sema6dl	XM_035164852.1#sema6dl
LOC118100749	XM_035146111.2#LOC118100749
dmxl2	XM_035178684.2#dmxl2
dmxl2	XM_035178851.2#dmxl2
dmxl2	XM_035178939.2#dmxl2
dmxl2	XM_035179013.2#dmxl2
dmxl2	XM_035178767.2#dmxl2
dmxl2	XM_035179231.2#dmxl2
dmxl2	XM_035179088.2#dmxl2
gldn	XM_035179364.2#gldn
LOC118122615	XM_047341071.1#LOC118122615
LOC118122615	XM_035179490.2#LOC118122615
tnfaip8l3	XM_035179595.2#tnfaip8l3
scg3	XM_035159476.2#scg3
lysmd2	XM_035159488.2#lysmd2
tmod2	XM_035155625.2#tmod2
tmod2	XM_035155626.2#tmod2
tmod2	XM_035155628.1#tmod2
leo1	XM_035162422.2#leo1
mapk6	XM_047339442.1#mapk6
mapk6	XM_047339443.1#mapk6
mapk6	XM_035174319.2#mapk6
mapk6	XM_047339445.1#mapk6
usp8	XM_035158218.2#usp8
usp8	XM_035158227.2#usp8
hdc	XM_035167932.2#hdc
LOC118116476	XM_035168230.2#LOC118116476
LOC118116355	XM_035168066.2#LOC118116355
gatm	XM_035168355.2#gatm
pde8a	XM_035154994.2#pde8a
LOC118104814	XM_035152022.2#LOC118104814
LOC118104812	XM_035152007.2#LOC118104812
LOC118109719	XM_035157062.2#LOC118109719
homer2	XM_035157105.2#homer2
homer2	XM_035157096.2#homer2
LOC118109728	XM_035157083.2#LOC118109728
LOC118109752	XM_035157116.2#LOC118109752
LOC118112263	XM_035161441.1#LOC118112263
LOC118112263	XM_035161430.1#LOC118112263
LOC118110175	XM_035157868.2#LOC118110175
zrsr2	XM_035154195.2#zrsr2
zrsr2	XM_035154204.2#zrsr2
ap1s2	XM_035154216.2#ap1s2
phka2	XM_035160078.2#phka2
phka2	XM_035160067.2#phka2
si:dkey-163f14.6	XM_035160091.2#si:dkey-163f14.6
ppef1	XM_035155745.2#ppef1
ppef1	XM_035155736.2#ppef1
rs1a	XM_035162931.1#rs1a
cdkl5	XM_035162891.2#cdkl5
scml2	XM_035160233.2#scml2
scml2	XM_035160261.2#scml2
scml2	XM_035160241.2#scml2
nhsb	XM_047340952.1#nhsb
ace2	XM_035162457.2#ace2
ace2	XM_047340950.1#ace2
il1fma	XM_035162476.2#il1fma
zgc:113276	XM_035165022.1#zgc:113276
zgc:113276	XM_035165033.1#zgc:113276
pir	XM_035163134.2#pir
vegfd	XM_035164267.2#vegfd
vegfd	XM_035164258.2#vegfd
LOC118110750	XM_035158788.1#LOC118110750
LOC118113149	XM_035162561.2#LOC118113149
LOC118111003	XM_035159230.2#LOC118111003
LOC118111003	XM_035159220.2#LOC118111003
LOC118111003	XM_035159259.2#LOC118111003
LOC118111003	XM_035159248.2#LOC118111003
LOC118111003	XM_035159240.2#LOC118111003
ildr1a	XM_035159283.2#ildr1a
ildr1a	XM_035159300.2#ildr1a
tmem39a	XM_035152908.2#tmem39a
LOC118105308	XM_035152921.2#LOC118105308
LOC118099095	XM_035143796.2#LOC118099095
LOC118099808	XM_035145765.2#LOC118099808
LOC118099808	XM_035144892.2#LOC118099808
LOC118106338	XM_035154784.2#LOC118106338
LOC118106338	XM_035154793.2#LOC118106338
LOC118106362	XM_035154838.2#LOC118106362
stk16	XM_035154825.2#stk16
stk16	XM_035154808.2#stk16
stk16	XM_035154816.2#stk16
mnx2b	XM_035159151.1#mnx2b
mnx2b	XM_035159146.1#mnx2b
atic	XM_035151635.2#atic
fn1b	XM_035151624.2#fn1b
fn1b	XM_035151620.2#fn1b
psmd14	XM_035163860.2#psmd14
rbms1a	XM_035155168.2#rbms1a
itgb6	XM_035152790.2#itgb6
itgb6	XM_035152799.2#itgb6
itgb6	XM_035152781.2#itgb6
itgb6	XM_035152808.2#itgb6
pla2r1	XM_035152742.2#pla2r1
pla2r1	XM_035152750.2#pla2r1
ly75	XM_035152728.2#ly75
marchf7	XM_035152770.2#marchf7
marchf7	XM_035152760.2#marchf7
baz2ba	XM_035169496.2#baz2ba
baz2ba	XM_035170410.2#baz2ba
baz2ba	XM_035169650.2#baz2ba
baz2ba	XM_035169899.2#baz2ba
baz2ba	XM_035170067.2#baz2ba
baz2ba	XM_035170242.2#baz2ba
baz2ba	XM_035169737.2#baz2ba
baz2ba	XM_047340164.1#baz2ba
baz2ba	XM_035169810.2#baz2ba
